timestamp,host_id,user_id,user_role,process_name,parent_process,command_text,script_type,command_length,num_arguments,execution_result,is_anomaly,anomaly_score,predicted_anomaly,,,,,,,,,,
23/12/2025 10:37,host_01,user_05,Standard,notepad.exe,explorer.exe,Remove-Job,notepad,10,1,success,benign,-0.041623735,0,,,,,,,,,,
18/12/2025 10:42,host_03,user_04,Standard,notepad.exe,explorer.exe,Set-File C:\Users\Public.txt Start-Job C:\,notepad,42,2,success,benign,-0.175759197,0,,,,,,,,,,
17/12/2025 13:30,host_01,user_06,Standard,rundll32.exe,mshta.exe,New-File C:\W,rundll32,13,1,success,benign,-0.055690246,0,,,,,,,,,,
01/12/2025 13:25,host_02,user_10,Standard,notepad.exe,explorer.exe,Get-Process C:,notepad,14,1,success,benign,-0.065267417,0,,,,,,,,,,
05/12/2025 09:17,host_01,user_04,Standard,regsvr32.exe,explorer.exe,Remove-Process /tmp.p,regsvr32,21,1,success,benign,-0.082625011,0,,,,,,,,,,
28/12/2025 17:58,host_01,user_07,Standard,powershell.exe,mshta.exe,Get-File C:\Windows\Temp.py Stop-File C:\Users\,powershell,47,2,success,benign,-0.200070644,0,,,,,,,,,,
18/12/2025 17:20,host_01,user_06,Standard,cmd.exe,explorer.exe,Set-Job C:\Wind,cmd,15,1,success,benign,-0.043429018,0,,,,,,,,,,
15/12/2025 13:09,host_02,user_10,Admin,rundll32.exe,explorer.exe,Remove-Registry /tmp.log Remove-,rundll32,32,2,success,benign,-0.105576452,0,,,,,,,,,,
04/12/2025 12:32,host_01,user_01,Standard,cmd.exe,rundll32.exe,Remove-Job C:\Users\Public.txt Start-File C:\User,cmd,49,2,success,benign,-0.039082364,0,,,,,,,,,,
04/12/2025 09:30,host_03,user_10,Standard,notepad.exe,explorer.exe,Start-Registry C:\Users\Public.py Rem,notepad,37,2,success,benign,-0.182089219,0,,,,,,,,,,
31/12/2025 10:22,host_02,user_05,Standard,wscript.exe,powershell.exe,Get-Job /tmp.,wscript,13,1,success,benign,-0.060574098,0,,,,,,,,,,
05/12/2025 12:07,host_01,user_05,Standard,cscript.exe,explorer.exe,Stop-Process C:\Windows\Temp.txt S,cscript,34,2,success,benign,-0.131059528,0,,,,,,,,,,
09/12/2025 10:08,host_02,user_01,Standard,python.exe,cscript.exe,Start-Registry /usr/bin.ps1 New-Job C:\Users\P,python,46,2,success,benign,-0.128435009,0,,,,,,,,,,
09/12/2025 17:21,host_01,user_09,Standard,cscript.exe,explorer.exe,Start-File /tmp.py Remove-Servic,cscript,32,2,success,benign,-0.187675858,0,,,,,,,,,,
01/12/2025 11:08,host_02,user_01,Standard,notepad.exe,explorer.exe,Remove-Registry C:\Users\Publi,notepad,30,1,success,benign,-0.068789034,0,,,,,,,,,,
12/12/2025 12:47,host_01,user_10,Standard,powershell.exe,explorer.exe,Set-File C:\Users\Public.ps1 Stop-Jo,powershell,36,2,success,benign,-0.169680304,0,,,,,,,,,,
08/12/2025 16:00,host_02,user_05,Standard,notepad.exe,explorer.exe,Start-Registry,notepad,14,1,success,benign,-0.163893601,0,,,,,,,,,,
16/12/2025 18:51,host_01,user_07,Standard,cmd.exe,wscript.exe,Start-Process /usr/bin.ps1 New-Process C:\,cmd,42,2,success,benign,-0.084404783,0,,,,,,,,,,
19/12/2025 10:10,host_02,user_03,Standard,cmd.exe,mshta.exe,Set-Job /tmp.lo,cmd,15,1,success,benign,-0.058294114,0,,,,,,,,,,
12/12/2025 12:56,host_01,user_01,Standard,python.exe,python.exe,Set-File /tmp.,python,14,1,success,benign,-0.029518643,0,,,,,,,,,,
12/12/2025 10:02,host_03,user_03,Standard,cmd.exe,cscript.exe,Remove-Job C,cmd,12,1,success,benign,-0.018796884,0,,,,,,,,,,
21/12/2025 17:43,host_03,user_06,Standard,cscript.exe,cmd.exe,Remove-Job /usr/bin.log Start-File /tmp,cscript,39,2,success,benign,-0.135320466,0,,,,,,,,,,
29/12/2025 18:12,host_01,user_01,Admin,powershell.exe,python.exe,Set-Service C:\Users\Public.py Get-Registry /usr/b,powershell,50,2,success,benign,-0.12731568,0,,,,,,,,,,
24/12/2025 14:46,host_03,user_02,Admin,rundll32.exe,rundll32.exe,Remove-Registry C:\Windows\Temp.py Stop-Process /,rundll32,49,2,success,benign,-0.064901663,0,,,,,,,,,,
12/12/2025 10:31,host_03,user_06,Standard,python.exe,rundll32.exe,Start-File /usr/bin.txt Set-File /usr/bin,python,41,2,success,benign,-0.135842134,0,,,,,,,,,,
28/12/2025 11:34,host_03,user_01,Standard,powershell.exe,python.exe,Get-Registry /tmp.ps1 Start-File /tmp.p,powershell,39,2,success,benign,-0.115838097,0,,,,,,,,,,
08/12/2025 12:41,host_01,user_04,Standard,rundll32.exe,explorer.exe,Remove-Registry /usr/bi,rundll32,23,1,success,benign,-0.079187446,0,,,,,,,,,,
02/12/2025 12:55,host_03,user_02,Standard,powershell.exe,rundll32.exe,Stop-Process C:,powershell,15,1,success,benign,-0.030672265,0,,,,,,,,,,
15/12/2025 03:15,host_02,user_06,Standard,notepad.exe,explorer.exe,New-Registry C:\Windows\Temp.py New-Job C:\Users\Public.py Stop-Job /usr,notepad,72,3,success,suspicious,0.017766686008159657,1,,,,,,,,,,
03/12/2025 17:38,host_01,user_05,Standard,powershell.exe,cmd.exe,Set-File C:\Users\Public.ps1 Remove-Service C:\Wi,powershell,49,2,success,benign,-0.112026504,0,,,,,,,,,,
12/12/2025 13:28,host_03,user_01,Standard,cmd.exe,winlogon.exe,Stop-File /tmp.py Set-Job C:\Windows\Tem,cmd,40,2,success,benign,-0.127042916,0,,,,,,,,,,
03/12/2025 09:36,host_03,user_05,Standard,cmd.exe,cmd.exe,Start-File C:\,cmd,14,1,success,benign,-0.068680398,0,,,,,,,,,,
08/12/2025 11:18,host_01,user_07,Standard,rundll32.exe,cscript.exe,Get-Process C,rundll32,13,1,success,benign,-0.062104772,0,,,,,,,,,,
08/12/2025 16:02,host_02,user_04,Standard,cscript.exe,explorer.exe,Set-Job C:\Users\Pu,cscript,19,1,success,benign,-0.201793212,0,,,,,,,,,,
31/12/2025 10:29,host_01,user_10,Standard,cmd.exe,rundll32.exe,Remove-Registry /tmp.log Remove,cmd,31,2,success,benign,-0.164560827,0,,,,,,,,,,
29/12/2025 12:01,host_01,user_01,Standard,rundll32.exe,explorer.exe,Get-Service /u,rundll32,14,1,success,benign,-0.043652329,0,,,,,,,,,,
26/12/2025 13:16,host_03,user_01,Standard,cmd.exe,cmd.exe,Set-Job /tmp.log New-Re,cmd,23,2,success,benign,-0.085789792,0,,,,,,,,,,
01/12/2025 16:46,host_03,user_07,Standard,powershell.exe,svchost.exe,Stop-Process C,powershell,14,1,success,benign,-0.141672499,0,,,,,,,,,,
12/12/2025 14:48,host_03,user_05,Standard,python.exe,cmd.exe,Start-Registry /tmp.py Se,python,25,2,success,benign,-0.153672616,0,,,,,,,,,,
14/12/2025 14:41,host_03,user_03,Standard,rundll32.exe,services.exe,Remove-File C:\Windows\Temp.ps,rundll32,30,1,success,benign,-0.055179924,0,,,,,,,,,,
14/12/2025 23:49,host_01,user_06,Standard,notepad.exe,cmd.exe,Stop-File C:\Windows\Temp.py Set-Service C:\Users\Public.log New-Process C:\Windows\Temp.ps1 St,notepad,95,4,success,suspicious,0.02125844,1,,,,,,,,,,
12/12/2025 12:31,host_01,user_10,Standard,notepad.exe,explorer.exe,Set-File C:\Windows\Temp.ps1 Stop,notepad,33,2,success,benign,-0.141944552,0,,,,,,,,,,
14/12/2025 10:41,host_03,user_08,Standard,cmd.exe,explorer.exe,Stop-File C:\Wi,cmd,15,1,success,benign,-0.066401554,0,,,,,,,,,,
11/12/2025 08:21,host_01,user_03,Standard,notepad.exe,explorer.exe,New-Registry C:\Users\P,notepad,23,1,success,benign,-0.030888411,0,,,,,,,,,,
08/12/2025 09:22,host_02,user_03,Standard,python.exe,wscript.exe,Remove-Regis,python,12,1,success,benign,-0.086185061,0,,,,,,,,,,
05/12/2025 11:33,host_02,user_07,Standard,powershell.exe,cmd.exe,Stop-Job C:\Users\Public.py Re,powershell,30,2,success,benign,-0.141703981,0,,,,,,,,,,
15/12/2025 11:57,host_02,user_05,Standard,notepad.exe,powershell.exe,Start-Registry /usr,notepad,19,1,success,benign,-0.052491954,0,,,,,,,,,,
29/12/2025 11:37,host_02,user_06,Standard,cmd.exe,wscript.exe,Start-Service C:\Windows\Te,cmd,27,1,success,benign,-0.067458015,0,,,,,,,,,,
30/12/2025 16:28,host_03,user_09,Standard,cmd.exe,cmd.exe,Start-Registry C:,cmd,17,1,success,benign,-0.176651102,0,,,,,,,,,,
04/12/2025 08:20,host_02,user_07,Standard,cscript.exe,powershell.exe,New-Process /tmp.log Sta,cscript,24,2,success,benign,-0.070098419,0,,,,,,,,,,
28/12/2025 18:15,host_03,user_03,Admin,mshta.exe,wscript.exe,Set-Job C:\Users\Public.ps1 Remove-Job /tmp.log Set-Service C:\Windows,mshta,70,3,success,suspicious,0.011876828771911544,1,,,,,,,,,,
14/12/2025 14:01,host_01,user_06,Standard,notepad.exe,explorer.exe,Get-Job /usr/bin.log Set-File C:\Win,notepad,36,2,success,benign,-0.156453905,0,,,,,,,,,,
17/12/2025 15:07,host_03,user_01,Standard,python.exe,regsvr32.exe,New-Registry C:\Windows\Te,python,26,1,success,benign,-0.13939907,0,,,,,,,,,,
29/12/2025 16:56,host_03,user_08,Standard,powershell.exe,cscript.exe,Set-Service C:\Users\Public.txt Set,powershell,35,2,success,benign,-0.277422393,0,,,,,,,,,,
11/12/2025 17:42,host_03,user_06,Standard,powershell.exe,regsvr32.exe,Start-File /tmp.ps1 Remove-Jo,powershell,29,2,success,benign,-0.165732181,0,,,,,,,,,,
29/12/2025 17:37,host_03,user_06,Admin,python.exe,cmd.exe,Set-File C:\Users\Public.py Get-Process C,python,41,2,success,benign,-0.163599993,0,,,,,,,,,,
21/12/2025 11:39,host_03,user_09,Standard,powershell.exe,wscript.exe,Set-Registry C:\Users\Public.txt Get,powershell,36,2,success,benign,-0.146255585,0,,,,,,,,,,
11/12/2025 10:07,host_02,user_02,Standard,notepad.exe,explorer.exe,Get-File /tmp.py New-Process C:\Win,notepad,35,2,success,benign,-0.202082002,0,,,,,,,,,,
07/12/2025 15:27,host_02,user_09,Standard,notepad.exe,explorer.exe,Set-File /tmp.log Start-Service /usr/bin.lo,notepad,43,2,success,benign,-0.160523296,0,,,,,,,,,,
29/12/2025 13:27,host_03,user_10,Standard,rundll32.exe,svchost.exe,Stop-File C:\Users\Public.log Start-Registry C:\Wi,rundll32,50,2,success,benign,-0.023129356,0,,,,,,,,,,
19/12/2025 10:51,host_03,user_03,Admin,cscript.exe,explorer.exe,New-Job /usr/bin.py Stop-File /usr/bin.txt Stop-R,cscript,49,3,success,benign,-0.009539712,0,,,,,,,,,,
10/12/2025 09:30,host_02,user_04,Standard,notepad.exe,explorer.exe,Stop-File C:\Users\Public.py Set-Pro,notepad,36,2,success,benign,-0.191457538,0,,,,,,,,,,
22/12/2025 15:56,host_02,user_06,Admin,powershell.exe,explorer.exe,Remove-Job C:\User,powershell,18,1,success,benign,-0.151911495,0,,,,,,,,,,
23/12/2025 10:07,host_02,user_07,Standard,notepad.exe,explorer.exe,Set-Registry,notepad,12,1,success,benign,-0.044828726,0,,,,,,,,,,
23/12/2025 09:07,host_03,user_07,Standard,cmd.exe,wscript.exe,Get-Job C:\Users\Public.log Start-Service C:\Win,cmd,48,2,success,benign,-0.094026544,0,,,,,,,,,,
04/12/2025 12:33,host_03,user_06,Standard,powershell.exe,regsvr32.exe,New-File /tmp.py Stop-Registry,powershell,30,2,success,benign,-0.162625804,0,,,,,,,,,,
02/12/2025 09:08,host_02,user_05,Admin,cmd.exe,cscript.exe,New-Process /usr/bin.ps1 Set-Job /usr/bin.txt Sto,cmd,49,3,success,benign,-0.101002091,0,,,,,,,,,,
17/12/2025 14:23,host_03,user_08,Standard,notepad.exe,explorer.exe,New-Service /usr/,notepad,17,1,success,benign,-0.114513615,0,,,,,,,,,,
22/12/2025 09:14,host_01,user_09,Standard,notepad.exe,explorer.exe,Get-File /tmp,notepad,13,1,success,benign,-0.102891774,0,,,,,,,,,,
22/12/2025 13:55,host_03,user_08,Standard,rundll32.exe,explorer.exe,Set-Job /usr/bin.log Stop-Service C:\Window,rundll32,43,2,success,benign,-0.108860352,0,,,,,,,,,,
29/12/2025 08:55,host_01,user_09,Admin,cmd.exe,explorer.exe,Set-Registry C:\Users\Publ,cmd,26,1,success,benign,-0.060369591,0,,,,,,,,,,
11/12/2025 15:25,host_02,user_03,Standard,powershell.exe,winlogon.exe,New-Service C:,powershell,14,1,failure,benign,-0.116726641,0,,,,,,,,,,
17/12/2025 11:13,host_02,user_04,Standard,mshta.exe,explorer.exe,New-Registry C:\Users\Public.txt Start-Job /us,mshta,46,2,success,benign,-0.068500885,0,,,,,,,,,,
28/12/2025 17:14,host_01,user_01,Standard,python.exe,rundll32.exe,Start-File /usr/bin.log Set-Registry C:\Windows\,python,48,2,success,benign,-0.163793469,0,,,,,,,,,,
29/12/2025 08:04,host_02,user_09,Standard,cmd.exe,cmd.exe,Stop-Proce,cmd,10,1,success,benign,-0.013782055,0,,,,,,,,,,
05/12/2025 10:37,host_03,user_01,Standard,python.exe,explorer.exe,Remove-Job C:\Windows\Temp.py Start-P,python,37,2,success,benign,-0.166560975,0,,,,,,,,,,
09/12/2025 16:27,host_03,user_10,Standard,cmd.exe,explorer.exe,Remove-Process C:,cmd,17,1,success,benign,-0.216575331,0,,,,,,,,,,
24/12/2025 10:53,host_01,user_03,Standard,python.exe,python.exe,Start-Proc,python,10,1,success,benign,-0.010129045,0,,,,,,,,,,
23/12/2025 09:58,host_01,user_10,Standard,python.exe,powershell.exe,Set-Registry,python,12,1,success,benign,-0.043877111,0,,,,,,,,,,
03/12/2025 13:54,host_01,user_01,Standard,notepad.exe,explorer.exe,Get-Process C:\Windows\Temp.p,notepad,29,1,success,benign,-0.050236443,0,,,,,,,,,,
01/12/2025 14:39,host_03,user_01,Standard,notepad.exe,explorer.exe,Start-Job /usr/bin.ps1 Remove-Pro,notepad,33,2,success,benign,-0.171972391,0,,,,,,,,,,
02/12/2025 08:34,host_02,user_01,Standard,notepad.exe,explorer.exe,Stop-Process C:\Users\,notepad,22,1,success,benign,-0.03439038,0,,,,,,,,,,
09/12/2025 10:57,host_02,user_09,Standard,notepad.exe,explorer.exe,Get-Process C:\Use,notepad,18,1,success,benign,-0.071245959,0,,,,,,,,,,
03/12/2025 13:03,host_03,user_04,Standard,rundll32.exe,explorer.exe,Start-Job C:\Windows\Temp.ps1 St,rundll32,32,2,success,benign,-0.176193748,0,,,,,,,,,,
24/12/2025 10:06,host_01,user_02,Standard,notepad.exe,explorer.exe,New-File C:\Users\Public.ps1 St,notepad,31,2,success,benign,-0.157789671,0,,,,,,,,,,
26/12/2025 12:10,host_02,user_03,Standard,cscript.exe,explorer.exe,Remove-Process C:\Windows\Temp.log Set-,cscript,39,2,success,benign,-0.120380858,0,,,,,,,,,,
22/12/2025 14:57,host_02,user_10,Standard,notepad.exe,explorer.exe,Start-Job /usr/bin.ps1 Get-Service /tmp.txt Re,notepad,46,3,success,benign,-0.01001937,0,,,,,,,,,,
01/12/2025 10:01,host_02,user_03,Standard,notepad.exe,explorer.exe,New-Process C:\Windows\Temp.lo,notepad,30,1,success,benign,-0.075417559,0,,,,,,,,,,
07/12/2025 13:27,host_02,user_07,Standard,python.exe,cscript.exe,Set-Process /usr/bin.log,python,24,1,failure,benign,-0.086836149,0,,,,,,,,,,
05/12/2025 08:24,host_02,user_08,Standard,notepad.exe,explorer.exe,Start-File C:\Users\Public.,notepad,27,1,success,benign,-0.016057303,0,,,,,,,,,,
04/12/2025 15:15,host_01,user_01,Standard,notepad.exe,explorer.exe,Stop-Service /tmp.txt Start-File C:\Users\P,notepad,43,2,success,benign,-0.189407509,0,,,,,,,,,,
15/12/2025 12:52,host_03,user_10,Standard,wscript.exe,explorer.exe,Start-Process C:\Windows\Temp.py Remo,wscript,37,2,success,benign,-0.110687869,0,,,,,,,,,,
26/12/2025 08:49,host_03,user_09,Standard,python.exe,cmd.exe,Get-Process /tmp.log Remove-Service C:\Users\Pub,python,48,2,success,benign,-0.011203393,0,,,,,,,,,,
22/12/2025 12:41,host_03,user_03,Standard,notepad.exe,explorer.exe,Set-Job /tmp.ps1 Get-Service C,notepad,30,2,success,benign,-0.137405498,0,,,,,,,,,,
07/12/2025 09:30,host_03,user_01,Standard,wscript.exe,cmd.exe,Start-File C:\Users\Public.ps1 Set,wscript,34,2,success,benign,-0.173663251,0,,,,,,,,,,
31/12/2025 17:19,host_01,user_05,Standard,cmd.exe,svchost.exe,New-Service /tmp.log Stop-Service /,cmd,35,2,success,benign,-0.187625428,0,,,,,,,,,,
31/12/2025 17:13,host_01,user_02,Admin,notepad.exe,explorer.exe,Start-Service C:\Users\Pu,notepad,25,1,success,benign,-0.195276769,0,,,,,,,,,,
28/12/2025 11:14,host_03,user_03,Standard,rundll32.exe,rundll32.exe,Set-File /tmp.py Get-J,rundll32,22,2,success,benign,-0.090787847,0,,,,,,,,,,
07/12/2025 11:38,host_03,user_06,Standard,notepad.exe,explorer.exe,Get-Registry /usr/bin.py Remove-Service /tmp.,notepad,45,2,success,benign,-0.109762068,0,,,,,,,,,,
07/12/2025 16:24,host_02,user_10,Standard,powershell.exe,explorer.exe,Start-Registry C:\Users\Public.py Set-Se,powershell,40,2,success,benign,-0.18530704,0,,,,,,,,,,
24/12/2025 16:26,host_01,user_07,Standard,notepad.exe,explorer.exe,Stop-Service /usr/,notepad,18,1,success,benign,-0.147974929,0,,,,,,,,,,
02/12/2025 17:32,host_03,user_08,Standard,cmd.exe,explorer.exe,Get-Registry /usr/bin.py Start-Process /usr/bin.tx,cmd,50,2,success,benign,-0.074139552,0,,,,,,,,,,
01/12/2025 13:42,host_03,user_04,Standard,powershell.exe,svchost.exe,Set-Registry /tmp.txt Remove-Registry C:\Wind,powershell,45,2,success,benign,-0.081346681,0,,,,,,,,,,
14/12/2025 09:28,host_01,user_03,Standard,notepad.exe,explorer.exe,Stop-File /usr/,notepad,15,1,success,benign,-0.062290129,0,,,,,,,,,,
07/12/2025 10:26,host_01,user_04,Standard,cmd.exe,wscript.exe,New-Service C:\Windows\Temp.ps1 Remove-Servi,cmd,44,2,success,benign,-0.146677321,0,,,,,,,,,,
30/12/2025 15:07,host_02,user_10,Standard,powershell.exe,services.exe,New-Process C:\Windows\T,powershell,24,1,success,benign,-0.204090641,0,,,,,,,,,,
05/12/2025 09:06,host_01,user_04,Standard,mshta.exe,cscript.exe,Start-Servic,mshta,12,1,success,benign,-0.024560967,0,,,,,,,,,,
14/12/2025 17:09,host_01,user_04,Standard,cmd.exe,cmd.exe,Set-File C:\W,cmd,13,1,success,benign,-0.12262901,0,,,,,,,,,,
16/12/2025 18:24,host_03,user_10,Standard,rundll32.exe,explorer.exe,New-Service,rundll32,11,1,success,benign,-0.019051835,0,,,,,,,,,,
19/12/2025 12:13,host_01,user_07,Standard,cmd.exe,explorer.exe,Remove-Service C:\Windows\Temp.txt Stop-Serv,cmd,44,2,success,benign,-0.074550561,0,,,,,,,,,,
23/12/2025 14:53,host_03,user_09,Standard,python.exe,taskeng.exe,Start-Registry C:\Windows\Temp.ps1 Set-R,python,40,2,success,benign,-0.14633855,0,,,,,,,,,,
07/12/2025 10:45,host_01,user_03,Standard,notepad.exe,explorer.exe,Get-Registry C:\Users\Public.log St,notepad,35,2,success,benign,-0.166846981,0,,,,,,,,,,
26/12/2025 11:38,host_03,user_03,Standard,rundll32.exe,rundll32.exe,New-Service,rundll32,11,1,success,benign,-0.011417605,0,,,,,,,,,,
14/12/2025 18:18,host_02,user_02,Standard,powershell.exe,cmd.exe,Get-Job /tmp.log Get-Se,powershell,23,2,success,benign,-0.004823918,0,,,,,,,,,,
15/12/2025 12:25,host_02,user_09,Standard,powershell.exe,regsvr32.exe,Remove-Serv,powershell,11,1,success,benign,-0.00899545,0,,,,,,,,,,
02/12/2025 18:56,host_02,user_06,Standard,rundll32.exe,cmd.exe,Stop-Job /usr/bi,rundll32,16,1,success,benign,-0.056881765,0,,,,,,,,,,
23/12/2025 14:58,host_01,user_05,Standard,powershell.exe,cscript.exe,Get-Registry /tmp.log New-Process /usr/bin.tx,powershell,45,2,success,benign,-0.100458568,0,,,,,,,,,,
16/12/2025 15:03,host_02,user_07,Standard,mshta.exe,cscript.exe,New-Registry C:\Users\Public.txt Set-Pro,mshta,40,2,success,benign,-0.188626492,0,,,,,,,,,,
18/12/2025 14:21,host_03,user_06,Standard,notepad.exe,explorer.exe,New-Process /usr/bin.txt Set,notepad,28,2,success,benign,-0.169223766,0,,,,,,,,,,
15/12/2025 10:36,host_02,user_06,Standard,rundll32.exe,explorer.exe,Get-Registry /usr/b,rundll32,19,1,success,benign,-0.116309505,0,,,,,,,,,,
23/12/2025 08:14,host_03,user_08,Standard,powershell.exe,wscript.exe,Stop-Process C:\Windows\Temp.py Start-Reg,powershell,41,2,success,benign,-0.161365911,0,,,,,,,,,,
25/12/2025 15:05,host_02,user_06,Standard,mshta.exe,explorer.exe,Remove-Job C:\Windows\Temp.txt Sto,mshta,34,2,success,benign,-0.21234478,0,,,,,,,,,,
29/12/2025 13:35,host_02,user_03,Standard,notepad.exe,explorer.exe,Get-Process /usr/bin.log New-Proce,notepad,34,2,success,benign,-0.136705491,0,,,,,,,,,,
05/12/2025 09:44,host_02,user_05,Standard,python.exe,wscript.exe,Start-Process /t,python,16,1,success,benign,-0.094901055,0,,,,,,,,,,
22/12/2025 14:55,host_02,user_02,Standard,powershell.exe,powershell.exe,Get-Service C:\Use,powershell,18,1,success,benign,-0.102221617,0,,,,,,,,,,
01/12/2025 18:38,host_02,user_03,Standard,notepad.exe,explorer.exe,Get-File /usr/bin.ps1 Remove-Regi,notepad,33,2,success,benign,-0.055500863,0,,,,,,,,,,
10/12/2025 16:02,host_01,user_09,Standard,cmd.exe,cmd.exe,Get-File /usr/bin.ps1 Remove-Service C:\Users\Pu,cmd,48,2,success,benign,-0.21946262,0,,,,,,,,,,
07/12/2025 14:35,host_03,user_02,Standard,powershell.exe,rundll32.exe,New-Process /usr/bin.py Get-File C,powershell,34,2,success,benign,-0.17491438,0,,,,,,,,,,
11/12/2025 17:46,host_03,user_02,Admin,notepad.exe,explorer.exe,Get-Job /tmp.log Get-Process /tmp.ps1 Remove-Proce,notepad,50,3,success,benign,-0.077517854,0,,,,,,,,,,
16/12/2025 15:58,host_01,user_10,Standard,cmd.exe,cscript.exe,Set-File /usr/bin.py Start-Process C:\Windows\T,cmd,47,2,success,benign,-0.133929701,0,,,,,,,,,,
17/12/2025 18:31,host_03,user_10,Standard,python.exe,explorer.exe,Get-File /tm,python,12,1,success,benign,-0.00498625,0,,,,,,,,,,
15/12/2025 18:32,host_01,user_07,Standard,mshta.exe,explorer.exe,Remove-File,mshta,11,1,success,benign,-0.002608221,1,,,,,,,,,,
01/12/2025 17:56,host_03,user_06,Standard,powershell.exe,explorer.exe,Stop-Job /tmp.log Set-File,powershell,26,2,success,benign,-0.214285945,0,,,,,,,,,,
25/12/2025 12:04,host_03,user_02,Standard,cmd.exe,rundll32.exe,Start-Process C:\Windows\Temp.txt New-Job /u,cmd,44,2,success,benign,-0.090256224,0,,,,,,,,,,
