timestamp,host_id,user_id,user_role,process_name,parent_process,command_text,script_type,command_length,num_arguments,execution_result,is_anomaly
03/12/2025 09:50,host_02,user_10,Admin,cmd.exe,explorer.exe,Stop-Service /usr/bin.py Stop-Job /usr/bin.l,cmd,44,2,success,benign
03/12/2025 09:53,host_02,user_02,Standard,rundll32.exe,explorer.exe,Get-File /tmp.log Get-Process /usr/bin.tx,rundll32,41,2,success,benign
03/12/2025 10:20,host_03,user_08,Standard,cmd.exe,regsvr32.exe,Start-File C:\Windo,cmd,19,1,success,benign
03/12/2025 10:35,host_02,user_06,Standard,notepad.exe,explorer.exe,Set-Registry /usr/bin.txt Get-File /tmp.,notepad,40,2,success,benign
03/12/2025 10:56,host_03,user_03,Standard,cmd.exe,explorer.exe,Start-Process /tmp.py Start-Process,cmd,35,2,success,benign
03/12/2025 10:59,host_01,user_07,Admin,cmd.exe,wscript.exe,New-Process C:\Users\Pub,cmd,24,1,success,benign
03/12/2025 11:38,host_01,user_01,Standard,cmd.exe,explorer.exe,Stop-Service /tmp.txt Get-Registry C:\,cmd,38,2,success,benign
03/12/2025 12:40,host_02,user_07,Standard,cscript.exe,explorer.exe,Start-Process /usr/bin.log Get-Registry C:\User,cscript,47,2,success,benign
03/12/2025 13:03,host_03,user_04,Standard,rundll32.exe,explorer.exe,Start-Job C:\Windows\Temp.ps1 St,rundll32,32,2,success,benign
03/12/2025 13:06,host_01,user_06,Standard,cmd.exe,wscript.exe,Stop-Registry,cmd,13,1,success,benign
03/12/2025 13:07,host_03,user_08,Standard,notepad.exe,explorer.exe,Remove-Regi,notepad,11,1,success,benign
03/12/2025 13:10,host_01,user_03,Standard,cmd.exe,rundll32.exe,Stop-Registry C:\Windows\Temp.ps1 Sto,cmd,37,2,success,benign
03/12/2025 13:49,host_03,user_06,Standard,cmd.exe,rundll32.exe,Set-Service /tmp.log Get-File /,cmd,31,2,success,benign
03/12/2025 13:54,host_01,user_01,Standard,notepad.exe,explorer.exe,Get-Process C:\Windows\Temp.p,notepad,29,1,success,benign
03/12/2025 14:05,host_02,user_07,Standard,python.exe,cscript.exe,Remove-Registry C:\Users\Public.log Get-S,python,41,2,success,benign
03/12/2025 14:06,host_02,user_10,Standard,powershell.exe,powershell.exe,New-Registry C:\Use,powershell,19,1,success,benign
03/12/2025 14:48,host_02,user_02,Standard,cmd.exe,wscript.exe,New-File /tmp.log Start-Job C:\Wi,cmd,33,2,success,benign
03/12/2025 14:48,host_03,user_07,Standard,python.exe,taskeng.exe,Set-Job /usr/,python,13,1,success,benign
03/12/2025 15:47,host_03,user_02,Standard,notepad.exe,explorer.exe,Remove-Process C,notepad,16,1,success,benign
03/12/2025 15:52,host_02,user_08,Standard,notepad.exe,explorer.exe,Set-Process C:\Us,notepad,17,1,success,benign
03/12/2025 16:28,host_02,user_08,Standard,notepad.exe,explorer.exe,Start-Registry /usr/bin.txt Remove-J,notepad,36,2,success,benign
03/12/2025 16:30,host_03,user_05,Standard,cmd.exe,cmd.exe,New-Process C:,cmd,14,1,success,benign
03/12/2025 17:11,host_01,user_02,Standard,cmd.exe,explorer.exe,Get-File /usr/bin.ps1 Remove-Service,cmd,36,2,success,benign
03/12/2025 17:35,host_02,user_03,Standard,cscript.exe,explorer.exe,Start-Job C:\Windows\Temp.,cscript,26,1,success,benign
03/12/2025 17:38,host_01,user_05,Standard,powershell.exe,cmd.exe,Set-File C:\Users\Public.ps1 Remove-Service C:\Wi,powershell,49,2,success,benign
03/12/2025 18:02,host_02,user_07,Standard,powershell.exe,winlogon.exe,Start-Job /usr/bin.ps1 Set-Registry,powershell,35,2,success,benign
03/12/2025 18:07,host_01,user_03,Standard,powershell.exe,regsvr32.exe,Stop-Job /usr/,powershell,14,1,success,benign
03/12/2025 18:20,host_03,user_08,Standard,rundll32.exe,winlogon.exe,Stop-Job /tmp,rundll32,13,1,success,benign
03/12/2025 18:37,host_01,user_04,Standard,powershell.exe,python.exe,Get-Registry C:\Use,powershell,19,1,success,benign
03/12/2025 22:40,host_01,user_07,Standard,rundll32.exe,explorer.exe,Start-Job /tmp.txt Start-Process /tmp.ps1 Sta,rundll32,45,3,failure,suspicious
04/12/2025 08:02,host_02,user_10,Standard,rundll32.exe,explorer.exe,Start-File C:\Users\Public,rundll32,26,1,success,benign
04/12/2025 08:20,host_02,user_07,Standard,cscript.exe,powershell.exe,New-Process /tmp.log Sta,cscript,24,2,success,benign
04/12/2025 08:33,host_01,user_08,Standard,python.exe,python.exe,Remove-Servic,python,13,1,success,benign
04/12/2025 08:45,host_02,user_10,Standard,notepad.exe,explorer.exe,Get-Service C:\Users\Public.py New-Servic,notepad,41,2,success,benign
04/12/2025 08:59,host_02,user_07,Admin,rundll32.exe,explorer.exe,Set-Job C:\Users\Public.txt Get-Service /tmp.t,rundll32,46,2,success,benign
04/12/2025 09:02,host_02,user_07,Standard,cmd.exe,rundll32.exe,Get-File C:\Windows\Temp.ps1 New-,cmd,33,2,success,benign
04/12/2025 09:22,host_03,user_07,Standard,notepad.exe,explorer.exe,Get-File C:\Windows\Temp.py Get-Proc,notepad,36,2,success,benign
04/12/2025 09:30,host_03,user_10,Standard,notepad.exe,explorer.exe,Start-Registry C:\Users\Public.py Rem,notepad,37,2,success,benign
04/12/2025 09:32,host_01,user_10,Standard,cmd.exe,explorer.exe,New-Service C:,cmd,14,1,success,benign
04/12/2025 09:33,host_03,user_06,Standard,cmd.exe,explorer.exe,New-Job C:\Wind,cmd,15,1,success,benign
04/12/2025 09:48,host_03,user_09,Standard,notepad.exe,explorer.exe,Set-Process /tmp.py Set-Service C:\Users\Publ,notepad,45,2,failure,benign
04/12/2025 10:08,host_03,user_04,Standard,rundll32.exe,wscript.exe,Remove-File C:\Users\Public.,rundll32,28,1,success,benign
04/12/2025 10:09,host_02,user_01,Standard,wscript.exe,cmd.exe,Start-Service /usr/bin.txt New-Jo,wscript,33,2,success,benign
04/12/2025 10:50,host_03,user_04,Standard,notepad.exe,python.exe,Get-Process /,notepad,13,1,success,benign
04/12/2025 10:54,host_03,user_03,Admin,notepad.exe,explorer.exe,Get-Job C:\Windows\,notepad,19,1,success,benign
04/12/2025 11:29,host_01,user_07,Standard,cmd.exe,rundll32.exe,New-Job /usr/bin.t,cmd,18,1,success,benign
04/12/2025 11:31,host_03,user_04,Standard,cscript.exe,explorer.exe,Get-Job C:\Windows\Temp.log New-,cscript,32,2,success,benign
04/12/2025 11:56,host_01,user_08,Standard,notepad.exe,explorer.exe,Set-Proces,notepad,10,1,success,benign
04/12/2025 12:00,host_02,user_05,Standard,powershell.exe,explorer.exe,Stop-Service C:\Users\Public.py Get-File /tm,powershell,44,2,success,benign
04/12/2025 12:21,host_02,user_04,Standard,python.exe,explorer.exe,Remove-File /tmp.log Remove-File /usr/bin.p,python,43,2,success,benign
04/12/2025 12:32,host_01,user_01,Standard,cmd.exe,rundll32.exe,Remove-Job C:\Users\Public.txt Start-File C:\User,cmd,49,2,success,benign
04/12/2025 12:33,host_03,user_06,Standard,powershell.exe,regsvr32.exe,New-File /tmp.py Stop-Registry,powershell,30,2,success,benign
04/12/2025 12:50,host_01,user_08,Admin,python.exe,wscript.exe,Stop-Job /us,python,12,1,success,benign
04/12/2025 13:08,host_01,user_02,Standard,cmd.exe,wscript.exe,Remove-File C:\Users\Public.py Set-File /tmp.txt G,cmd,50,3,success,benign
04/12/2025 13:42,host_03,user_03,Standard,wscript.exe,explorer.exe,Remove-Process C:\User,wscript,22,1,success,benign
04/12/2025 13:45,host_02,user_03,Admin,notepad.exe,explorer.exe,Set-File /tmp.py Set-Service /tmp.txt New,notepad,41,3,success,benign
04/12/2025 14:03,host_02,user_09,Standard,cmd.exe,rundll32.exe,Stop-Process /tmp.ps1 New-Jo,cmd,28,2,success,benign
04/12/2025 14:04,host_03,user_04,Standard,notepad.exe,explorer.exe,New-File /tmp.txt Start-,notepad,24,2,success,benign
04/12/2025 14:17,host_01,user_02,Standard,notepad.exe,explorer.exe,Get-Job C:\Windows\Temp.txt Start-Se,notepad,36,2,success,benign
04/12/2025 15:14,host_02,user_03,Standard,wscript.exe,explorer.exe,New-Job /tmp.ps1 Get-Service C:\Users\Pu,wscript,40,2,success,benign
04/12/2025 15:15,host_01,user_01,Standard,notepad.exe,explorer.exe,Stop-Service /tmp.txt Start-File C:\Users\P,notepad,43,2,success,benign
04/12/2025 15:24,host_01,user_04,Admin,mshta.exe,cmd.exe,New-Job C:\Windows\Tem,mshta,22,1,success,benign
04/12/2025 15:55,host_02,user_07,Standard,notepad.exe,explorer.exe,Start-Registry /tmp.txt Set-Process C:\Windows\Te,notepad,49,2,success,benign
04/12/2025 16:56,host_03,user_06,Standard,notepad.exe,explorer.exe,Stop-Process C:\Wi,notepad,18,1,success,benign
04/12/2025 16:59,host_03,user_09,Admin,cmd.exe,cmd.exe,Stop-File /tmp.txt New-Registry,cmd,31,2,success,benign
04/12/2025 17:30,host_02,user_05,Standard,cscript.exe,cmd.exe,Stop-Service /usr/bin.ps1 Remove-Job /usr/bin.p,cscript,47,2,success,benign
04/12/2025 17:53,host_03,user_06,Standard,python.exe,mshta.exe,Stop-Job C:\Users\Public.txt Start-Registry /tmp,python,48,2,success,benign
04/12/2025 18:07,host_02,user_05,Admin,cmd.exe,cscript.exe,Get-Process,cmd,11,1,success,benign
05/12/2025 02:57,host_01,user_02,Standard,notepad.exe,powershell.exe,Get-Job C:\Users\Public.ps1 New-Job /usr/bin.ps1 Set-Registry /tmp.py Remove-File C:\Users\Publi,notepad,96,4,success,suspicious
05/12/2025 08:02,host_02,user_01,Standard,cmd.exe,cmd.exe,New-Job C:\Windows,cmd,18,1,success,benign
05/12/2025 08:14,host_03,user_10,Standard,cmd.exe,explorer.exe,Get-File C:\Windows\Te,cmd,22,1,success,benign
05/12/2025 08:24,host_02,user_08,Standard,notepad.exe,explorer.exe,Start-File C:\Users\Public.,notepad,27,1,success,benign
05/12/2025 08:39,host_02,user_09,Standard,notepad.exe,explorer.exe,Get-Service /usr/bin.log Get-,notepad,29,2,success,benign
05/12/2025 08:42,host_01,user_09,Standard,notepad.exe,explorer.exe,Remove-File C:\,notepad,15,1,success,benign
05/12/2025 08:56,host_03,user_02,Standard,cmd.exe,powershell.exe,Stop-Process /usr/bin.txt Get-Fi,cmd,32,2,success,benign
05/12/2025 09:06,host_01,user_04,Standard,mshta.exe,cscript.exe,Start-Servic,mshta,12,1,success,benign
05/12/2025 09:17,host_01,user_04,Standard,regsvr32.exe,explorer.exe,Remove-Process /tmp.p,regsvr32,21,1,success,benign
05/12/2025 09:20,host_02,user_01,Standard,cmd.exe,explorer.exe,Get-File C:\Windows\Temp.log,cmd,28,1,success,benign
05/12/2025 09:25,host_03,user_06,Standard,cmd.exe,explorer.exe,Set-Registry /tmp.txt N,cmd,23,2,success,benign
05/12/2025 09:41,host_01,user_03,Standard,notepad.exe,explorer.exe,New-Job C:\Users\Publi,notepad,22,1,success,benign
05/12/2025 09:44,host_02,user_05,Standard,python.exe,wscript.exe,Start-Process /t,python,16,1,success,benign
05/12/2025 10:07,host_01,user_10,Standard,notepad.exe,explorer.exe,New-Process C:\,notepad,15,1,success,benign
05/12/2025 10:37,host_03,user_01,Standard,python.exe,explorer.exe,Remove-Job C:\Windows\Temp.py Start-P,python,37,2,success,benign
05/12/2025 10:57,host_01,user_02,Standard,cmd.exe,powershell.exe,Stop-Job C:\Wind,cmd,16,1,success,benign
05/12/2025 11:04,host_01,user_06,Admin,cmd.exe,cmd.exe,New-Registry /tmp.py Set-Registry C:\User,cmd,41,2,success,benign
05/12/2025 11:08,host_02,user_01,Standard,notepad.exe,explorer.exe,Remove-Registry C:\Users\Public.log Stop-,notepad,41,2,success,benign
05/12/2025 11:20,host_01,user_04,Standard,cscript.exe,explorer.exe,New-Process /usr/bin.log New,cscript,28,2,success,benign
05/12/2025 11:20,host_02,user_05,Standard,notepad.exe,explorer.exe,Stop-Service /usr/bin.txt Stop-Process /t,notepad,41,2,success,benign
05/12/2025 11:26,host_02,user_08,Standard,cmd.exe,rundll32.exe,Remove-Service /tmp.txt S,cmd,25,2,success,benign
05/12/2025 11:33,host_02,user_07,Standard,powershell.exe,cmd.exe,Stop-Job C:\Users\Public.py Re,powershell,30,2,success,benign
05/12/2025 11:52,host_01,user_09,Standard,notepad.exe,explorer.exe,Get-Service C:\Windows\Temp.t,notepad,29,1,success,benign
05/12/2025 12:07,host_01,user_05,Standard,cscript.exe,explorer.exe,Stop-Process C:\Windows\Temp.txt S,cscript,34,2,success,benign
05/12/2025 12:07,host_02,user_06,Standard,notepad.exe,explorer.exe,Start-File /usr/bin.txt,notepad,23,1,success,benign
05/12/2025 12:09,host_03,user_05,Standard,powershell.exe,explorer.exe,Remove-Registry,powershell,15,1,success,benign
05/12/2025 12:27,host_01,user_06,Standard,notepad.exe,explorer.exe,Stop-Process /tmp.log Set-Service /,notepad,35,2,success,benign
05/12/2025 12:57,host_02,user_02,Standard,cmd.exe,rundll32.exe,Stop-File C:\Windows\Temp.log Stop-File C:\Wi,cmd,45,2,success,benign
05/12/2025 13:04,host_01,user_03,Admin,cmd.exe,rundll32.exe,Remove-Service /tmp.t,cmd,21,1,success,benign
05/12/2025 13:38,host_01,user_03,Standard,notepad.exe,explorer.exe,Get-Service /tmp.txt,notepad,20,1,success,benign
05/12/2025 13:53,host_01,user_09,Standard,powershell.exe,cmd.exe,Remove-Proce,powershell,12,1,success,benign
05/12/2025 14:06,host_02,user_09,Admin,notepad.exe,explorer.exe,Remove-Process /usr/bin.,notepad,24,1,success,benign
05/12/2025 14:08,host_01,user_01,Standard,powershell.exe,rundll32.exe,Stop-Process C:\Users\Public.py Get,powershell,35,2,success,benign
05/12/2025 14:36,host_01,user_01,Standard,cscript.exe,cmd.exe,New-Process C:\Windows\Te,cscript,25,1,success,benign
05/12/2025 14:44,host_02,user_09,Standard,notepad.exe,explorer.exe,Set-Process /tmp.ps1,notepad,20,1,success,benign
05/12/2025 14:53,host_01,user_05,Standard,notepad.exe,explorer.exe,Remove-Process /usr/bin.ps1 New-Job C:\Users\Pub,notepad,48,2,success,benign
05/12/2025 16:06,host_03,user_10,Standard,wscript.exe,cmd.exe,Stop-Process /usr/bin.txt Stop-File /tmp.py New-Registry C:\Users\Publi,wscript,71,3,success,suspicious
05/12/2025 20:57,host_01,user_10,Standard,notepad.exe,explorer.exe,Set-Process C:\Windows\Temp.ps1 Start-Service C:\Users\Public.log Get-Registry C:\Windows\Temp.tx,notepad,97,3,success,suspicious
07/12/2025 08:04,host_02,user_09,Standard,cmd.exe,cmd.exe,Get-Process /tmp.,cmd,17,1,success,benign
07/12/2025 09:24,host_03,user_10,Standard,cscript.exe,explorer.exe,Set-Process C:\Windows\Temp,cscript,27,1,success,benign
07/12/2025 09:29,host_01,user_02,Admin,cmd.exe,explorer.exe,Start-File /tmp.log Get-Service /t,cmd,34,2,success,benign
07/12/2025 09:30,host_03,user_01,Standard,wscript.exe,cmd.exe,Start-File C:\Users\Public.ps1 Set,wscript,34,2,success,benign
07/12/2025 09:52,host_01,user_06,Standard,regsvr32.exe,explorer.exe,Stop-Registry C:\Users\Publi,regsvr32,28,1,success,benign
07/12/2025 10:15,host_02,user_03,Standard,cmd.exe,cmd.exe,Get-Servic,cmd,10,1,success,benign
07/12/2025 10:18,host_03,user_05,Admin,cmd.exe,python.exe,Get-Job /tmp.log Start-Service /tmp.t,cmd,37,2,success,benign
07/12/2025 10:26,host_01,user_04,Standard,cmd.exe,wscript.exe,New-Service C:\Windows\Temp.ps1 Remove-Servi,cmd,44,2,success,benign
07/12/2025 10:28,host_01,user_10,Standard,notepad.exe,explorer.exe,New-Service /usr/bin.ps,notepad,23,1,success,benign
07/12/2025 10:32,host_01,user_07,Standard,notepad.exe,explorer.exe,Set-Process /usr/bin.ps1 Remove-Process C:\Windows\Temp.txt Remove-J,notepad,68,3,success,suspicious
07/12/2025 10:45,host_01,user_03,Standard,notepad.exe,explorer.exe,Get-Registry C:\Users\Public.log St,notepad,35,2,success,benign
07/12/2025 11:38,host_03,user_06,Standard,notepad.exe,explorer.exe,Get-Registry /usr/bin.py Remove-Service /tmp.,notepad,45,2,success,benign
07/12/2025 11:45,host_03,user_04,Standard,python.exe,powershell.exe,Remove-Service C:\Window,python,24,1,success,benign
